Unnamed: 0	sentence	target	label	date
445	"





Bzzt.
The manta was a two-door sedan in the US.
It had a 1900 engine.
Was sometimes referred to as an Opel 1900.
Manta's are also ve hot and fun cars too.


















"	7	rec.autos	07/11/20 10:48 AM
462	sorry about that last post, my server neglected to send the message:	7	rec.autos	07/11/20 10:48 AM
492	This appeared today in the 	7	rec.autos	07/11/20 10:48 AM
534	"
OK...

5) How about a fuel gauge that *really* told you how much fuel was
   left.  Like, ""can I make it to where the gas is $1.14 or should
   I get gouged right here at $1.35?""  Accurate to the tenth of a
   gallon would be great."	7	rec.autos	07/11/20 10:48 AM
564	"
--AutoWeek had an article about the car within the past six weeks.
  It was the issue with the Diablo VT AWD on the cover.  Naturally, I
  don't remember the date of the issue offhand, but I can check it if
  anyone is interested.  

--Aamir Qazi

-- "	7	rec.autos	07/11/20 10:48 AM
592	" 
Yeah, I loved the vent windows on my 82 Escort (hell, the only thing I liked
about the car).  One of the things I'd like to see brought back.  Does
anyone know if they're an option on the new Escorts?"	7	rec.autos	07/11/20 10:48 AM
596	"I want to get a car alarm and I am thinking about getting an Ungo Box.
    Does anyone out there have any knowledge or experience with any of
    these alarms?  How about price ranges for the different models?
    Are these good car alarms?  Please email me any responces.

                cak3@ns3.lehigh.edu"	7	rec.autos	07/11/20 10:48 AM
598	"

sure sounds like they got a ringer.  the 325is i drove was definitely
faster than that.  if you want to quote numbers, my AW AutoFile shows
0-60 in 7.4, 1/4 mile in 15.9.  it quotes Car and Driver's figures
of 6.9 and 15.3.  oh, BTW, these numbers are for the 325i.

i don't know how the addition of variable valve timing for 1993 affects it.
but don't take my word for it.  go drive it."	7	rec.autos	07/11/20 10:48 AM
603	"
Don't worry about leaks.  Don't worry about which way to turn the damn thing.
Take a good claw hammer and pry it straight out.  Now, you'll notice, after
all the oil pours out, that there are no theads where there used to be."	7	rec.autos	07/11/20 10:48 AM
636	"Thanks to everyone who responded to my Honda Accord break question.
It does seem that the master cylinder is bad. I will have my
mechanic double check and be sure it isn't something simpler
and cheaper first, but from your responses it sounds like it
is very likely to be the master cylinder.

Thanks everyone!!"	7	rec.autos	07/11/20 10:48 AM
676	"********* 1990 Integra LS for Sale *********

5 speed, sunroof, rear spoiler, new tires
59.7K miles

$ 7950 or best offer.

call 908-949-0878
     908-938-4101

email att!hotsoup!peng"	7	rec.autos	07/11/20 10:48 AM
699	"


This is a good idea - so you can carry your (non-alcoholic) drinks without
spilling or having someone hold on to them.


Fax machines, yes.  Cellular phones:  Why not get a hands-free model?


Seemingly unique to American luxury cars.  The Big Three haven't yet realized
that the 1970s are over.


I agree.  Just another display of Yuppie excess."	7	rec.autos	07/11/20 10:48 AM
722	"
There is something going on here.  It seems that once a month, the VW
group must have get a specific detailed question about Hondas.  I
would like to ask that next month we get one about Hyundai instead of
Honda.  Thank you."	7	rec.autos	07/11/20 10:48 AM
730	"
740 Turbo in UK was good for 124mph. Useful for blowing away VW Beetles, though I
believe the Beetle corners better. 

I can say without any doubt that I have never been blown away by any Volvo, ever.
I've been blocked into a few car parks though by shit-head Volvo owners who 'only thought they'd be a few minutes'. This does not happen with the owners of any other makes of car."	7	rec.autos	07/11/20 10:48 AM
795	"
My T-Bird SC's manual says to replace the platinum plugs every 60,000mi.
Wal-Mart has Autolite platinum plugs for $2.00 each. Are these ""real""
platinum plugs? (I had Bosch platinums in my '80 Fiesta and my dad
had 'em in his '84 Bronco--note the keyword ""had."" They didn't last
very long (much less than 50,000mi) before they had to be replaced.
I agree that they weren't the greatest.)

				James"	7	rec.autos	07/11/20 10:48 AM
910	"
But waiiiiiit, isn't Nissan officially registering the car as far as
government paperwork goes, Nissan Stanza Altima, to avoid costly and
lengthy paperwork? I read this on the net a while ago, and someone
actually may have said there's a little Stanza logo on the Altima
somewhere.

You *can* have it both ways :-)

Spiros"	7	rec.autos	07/11/20 10:48 AM
958	"addition,

Bricklins were manufactured in the 70s with engines from Ford. They are rather  
odd looking with the encased front bumper. There aren't a lot of them around,  
but Hemmings (Motor News) ususally has ten or so listed. Basically, they are a  
performance Ford with new styling slapped on top.


Rush fan?
"	7	rec.autos	07/11/20 10:48 AM
1001	"
Makes sense, since the new Mercedes Benz engines go from 2.2L-4 to a 2.8L-6.
Nothing in between.  BTW, I beleive the numbers on those MB engines are
156 and 225 hp respectively.  The one-upmanship in hp might induce BMW
to create a larger six.  Also, the 2.6 190E has lagged behind the 3-er
2.5 for some time wrt hp.   I am sure the Bavarians wouldn't want to be
""shown-up"" by the Schwabians.

PS- those MB engines haven't been released over here yet."	7	rec.autos	07/11/20 10:48 AM
1034	"I had the exactly same problem with my '70 Lesabre. It was also from Cal.     What I did was go to the local junkyard and pick up a diaphragm from a '68      Lesabre with the same heater set up.  It worked for me, but a little bit slow   to change from vents to defogger.  Better than nothing!
"	7	rec.autos	07/11/20 10:48 AM
1052	"If you hold off, there are a number of interesting convertibles coming
to market in the next few years.

The new LeBaron will be based on the Mitsubishi Galant, which should
be an improvement over the current model.

The new PL compact will have a convertible option (also a chrysler
product)

Kia, makers of the Ford Festiva is planning a larger convertible."	7	rec.autos	07/11/20 10:48 AM
24	"I don't know about the specific problem mentioned in your
message, but I definitely had SCSI problems between my
Q700 and my venerable Jasmine Megadrive 10 cartridge
drives.  My solution was to get Silverlining.  None of
the loops that involved blind writes worked to the drives;
in fact the only loop that worked was the ""Macintosh
Software"" loop (whatever that means)."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
41	"Well I am using The Home Office. I bought it for arounde $350.
It does 14.4. I don't know if it's for data or fax. But the
feature I use is the Voic Mail Box, which I really have liked.

---

"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
45	"Of course, if you want to check the honesty of your dealler, take it in
knowing what's wrong, and ask them to tell you. :)

Of course he'll probably know right a way, then charge you a $20 service
fee. :)"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
46	"Is there a Wyse 60 Terminal Emulator or a comms toolbox kit available on the
net somewhere?

Thanks."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
62	"I notice the Toshiba 3401 has 3 versions, B - internal, E - external and P -
portable.  Can anyone tell me the difference between the portable and the
external version?  Where in the SF Bay Area can I find a model P?

Thanks,  --Bill"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
103	"
Tests suck! Post a real message!
:^)
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
122	"

    Sure. I can give is a shot...


    You need to get the 30-pin simms.


    If you mean in a ""newer, more powerful"" Mac system then the answer
is no. Apple has stated that all new Macs will use the 72-pin SIMMs and
no longer use the 30-pin SIMMs."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
194	"Mysstem crashes aftwer sleepp.  I use 1.0.1 enabler. I use appletalk and 
filesharing. I have and ExpressModem.

--Lowell"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
242	"Some pixels on my PB 140 display disappear intermittently.  They are not in
a particular place but random.  If anybody has suggestions I would appreciate
e-mailings.  Thanks.

"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
243	"I have been playing with my Centris 610 for almost a week now.  I must say
this machine is really fast!  The hardware turn-on feature is annoying, but
I got PowerKey from Sophisicated Circuits and it works like a charm.

However, I still have a few complaints:
- when I restart the machine every time, the screen image (the desktop
  pattern) jerks up and down for a few times.
- the Quantum 170 drive is noisy

Overall, I highly recommend it:  it is fast, affordable and looks great!

--"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
277	"
have you tried printing the data file (TIFF) from another application such 
as freehand or PageMaker?  I have found that Photoshop has occasional 
problems printing files that I can print through other applications.

-GReg"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
285	"

No problems."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
293	"Hello all,

If anyone knows of a place to get the case to hold the power supply and
motherboard of a Quadra 950 please let me know.  I have tried some mail
order places and some local stores.  Both groups would prefer that I part
with over $1000 to get just the case.  In my eyes this seems about $600-$700
to much.  Any comments?  I currently own the guts of a 950.

Please email me or post to this group w/ info,"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
309	"
 	


I think you will find that the Mac SE can PRINT grayscale images, loaded
with the proper software. However, the Mac SE cannot DISPLAY grayscale on
its screen or any attached video because that ability is not in the ROM.

So, while you might be able to PRINT grayscale, you'd have a hard time
SEEING the grayscale image you want to print.

Doug"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
357	"
I have a Lightening Scan Pro 256 hand scanner.  It came with scanning/editing
software, OCR software, and some plug-in modules for Photoshop et al.  The
scanner was a tad on the pricey side ($480), but the scans are incredibly
accurate, in 256 level, 300 dpi grayscale.  It also has dithered and line art
settings when grayscale isn't desired.  Great scanning software, easy to use.  I
frequently write letters to my neices, and spontaneouly include a scanned image
in the note.  Hope this helps!
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
368	"Also, if someone would recommend another

Try looking at the Brainstorm Accelerator for the Plus.  I believe it is
the best solution because of the performance and price.  Why spend $800
upgrading a computer that is only worth $300 ????
  The brainstorm accelerator is around $225.  It speeds up the internal
clock speed to 16MHz.  That may not seem like much but it also speeds up
SCSI transfers.  I think that feature is unique to brainstorm.
Check it out."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
374	"


The previous article referred to the fact that you could only use 20ns SIMMs in
a 50MHz machine, but that you could use 80ns SIMMs in slower machines. I just
pointed out that if you could only use 20ns SIMMs in a 50MHz machine, you can't
use 80ns SIMMs in anything faster than a 12.5 MHz machine. Bank switching and
caches were not considered in either example (although both would help memory
access).

-- 
Ravikumar Venkateswar
rvenkate@uiuc.edu"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
392	"Thanks, Steve, for your helpful and informative comments on Mac stereo
sound.

Too bad some developers aren't addressing the problem.

This did make my trusty old Mac II superior to the Quadra I replaced
it with in one way though!  :)


Thanks,"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
399	"Does anyone know how to reach Micron?  I am interested in getting some
specifics about what types of monitors work with their Micron Xceed
card for the se/30.  either e-mail or phone number would be prefered.
Or if you have the answers to my questions, i'd appreciate a reply.

Thanks.



-- 
----------------------------------------------------------------
julia hsieh              My opinions are not intended to reflect
hsieh@ipld01.hac.com     those of Hughes Aircraft Company."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
428	"this is a test
 
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
489	"A few posts back, somebody mentioned that the Duo might crash if it has
the wrong kind (non-self refreshing) of RAM in it.  My Duo crashes
sometimes after sleep, and I am wondering if there is any software which
will tell me whether or not I have the right kind of RAM installed.  I
had thought that the problem was the battery connection.

Thanks in Advance,"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
518	"Is it possible, ie via creative cable splicing or whatever, to
hook a Syquest 44MB removable drive to a Mac?

Is there any difference with the guts of the drive or is it
just cable differences?

Thanks.

Rob"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
550	"Hello,
  I just got some SIMMs,  at least one of which does not work. I don't know if 
there is a software that can test SIMMs thoroughly or I could just rely on the 
RAM test performed by my computer during the start up. When I installed a dead 
SIMM into an LC or  an LC II, there would be a strange music and no display on 
the screen. Why? I need your help! Thanks in advance"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
568	"I have got a dot matrix printer that came with a Lisa (I think) I wish to attach it to a PC, but have no manual. I have been told that it is some sort of C.Itoh printer in disguise. Can anyone help with manuals or info about codes to send to select fonts, italics etc. I want to write a printer driver for Protext.

Thanks in advance

Stuart"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
576	"
I tried the right set and it didn't work.  I'm on the phone to their
tech support right now and the guys doesn't know what a desktop
rebuild is!!!  He's got me holding for someone else...............
And holding, and holding, and holding."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
588	"I am looking for one of those color LCD screens you
place on an overhead projector and control the presentation
with a Mac.

Can you recommend me a particular brand?
What price are we talking about?

Thanks, "	4	comp.sys.mac.hardware	07/11/20 10:48 AM
645	"I'd appreciate it greatly if someone could E-mail me the following:
(if you only know one, that's fine)
1) Specs for the 68040 (esp. how it compares to the Pentium)
2) Specs for the 68060 with estimated cost, release date, etc...

I'm interested in speeds, systems it can run (Windows NT, RISC, or whatever),
costs, bus info, register info.  All the technical info.

I am hoping that the 68040 can win yet another battle against the intel people.
 
:)  Thanks for any info you can give.

Thanks."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
738	"I've changed the battery in the thing (shortly after the problem first
happened) and I've noticed an inordinate number of Bus errors lately...
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
752	"Are there any graphics cards for the SE/30 that also have, say, an 040
accelerator?  There seem to be plenty of accelerator/graphics cards for
the _SE_, but none (that I've seen) for the SE/30.

Thanks"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
816	"

Hm, I've got my CD drive since 921230.


Indeed, CDs are bundled with it.
You usually get nine CDs with demos of applications, games, photos, etc.

I have compiled a list of these and posted it to alt.cdrom.
I will post an updated version of this list RSN."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
823	"If anyone has any information about the upcoming new computers
(Cyclone and Tempest), I am in need of some info. Anything would be
greatly appreciated.

Thanks,"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
841	"Has anyone use Snooper or MacEKG or any other similar diagnostic 
software.Any comparisons/reviews on these products would be very much 
appreciated.

Thanks in advance for your help

Cheers
--
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
881	"
Just thought I would mention that Sony no longer manufactures the CPD-
1304 because of several manufacturing flaws.  The new model is now the
1430, which just like Apple's new Sony Trinitrom CLAIMS to be 14 inches.
I'm not sure of the details on the defects, but I work at our schools
bookstore
and can tell you that nearly half of them were returned with some kind of 
defect or another."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
908	"


The IIIP has just been superseded by the 4M, which is the one I am using at
work.  The quality of the print is execellent, beating 300 dpi printers hands
down.  In Australia the price of the 4M is about comparable with that of the
III-series, so HP are trying to get people to buy the new one !!!"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
969	"Hi there!

Could some kind soul tell me what is the price of LC/IIvi/IIvx
compatible 512kb VRAM SIMMs in the US nowadays? The price over here
(Finland) is so ridiculously high (about $185 each in USD) that I
think it is worth the trouble to try to get them overseas.

Thanks
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
990	"

    You must not have tried very hard. I just opend mine in about 2
seconds. Take a look on the bottom, it has a dial that turns to open
much like the older ADB mouses used to have. It's a bit harder to turn
at first but it is quite simple to open.


    Well, if you don't match up the pins correctly you will have some
problems. A close look at the socket should give you an idea of the
proper orientation of the chip."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
997	" 
 
I have noticed this exact same phenomenon occurs with my LCIII.  Perhaps it is
a quirk of the new machines?"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1060	"

As far as I know, they did; my new Mac came with one yesterday...
(And I got my ergonomic keyboard, on order for three months, the
other day, too!)

Cheers,

					/ h+
-- 
 -- Jon W{tte, h+@nada.kth.se, Mac Hacker Deluxe --"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1161	"Does anyone know exactly how Digital Eclipse does their upgrades?  Someone was
suggesting to me that some chips may not be able to perform at 33MHz.  Is this
true, and if so, how does DESI deal with that?

-David"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1165	"I would like to know if a Performa Plus monitor is compatible with Apple 14in
Color Display, or it is just a VGA moniro.  Any help will be appreciate.
 
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1208	"Do the accelaratores make a lot of difference?
As I understand, there is graphics and cpu accelaration.

Does graphics accelarator help out with the scanner and
the photo shop?

Is combination of both practical?

I have a Mac IIci. What kinds of accelaratores can I use?



---

"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1225	"


[chop]

Could you please post it to the net too please, as I, and I'm sure many others
would like to know.  Thanks!
Kev.
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1276	"I need to get an Apple 40SC tape backup unit working under
Sys 7.0.x, but do not have any drivers/software to access
the device.  Does anyone know where I can fidn the tools
to access this device?

Appreciate any info/comments.

--curtis"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1370	"Hi, I bought a while ago a Cache Card w/ FPU from Techworks. It was 219$.
I think that was the cheapest I ever saw."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1419	"Hi. I own an LCIII and I recently heard an interesting rumor.
I heard that the LCIII has a built in slot for a PowerPC chip.
Is this true? I heard that the slot is not the same as the PDS
slot.  Is that true?"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1421	"
Applied Engineering makes a NuBus card called the QuadraLink which is 
a board that contains 4 serial ports, which I believe can be used
simultaneously.  I'm not a user of one of these, but I have installed
a couple for people at work (I'm a technician).  Hope this helps.
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1455	"
Of course its possible, I get 1024x768 on my Centris 650. All you need is
a correctly wired video cable.

Gary

-- "	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1465	"would there be any problems with hooking up a Toshiba 3401 external CD-ROM
drive to a 700?


Ron

"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1522	"
Well, I saw a few posts on this and asumed that everyone is talking about 
the new 14"" display... mine does it to... kinda like when I would degauss 
my old 13"", and since the new one lacks this button, I assume that is 
what it is doing... anyone that knows I'd appreciate the info, but it 
doesn't worry me..."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1529	"Readers,

I have found that the cache upgrade options for the Mac IIsi include the
following:	1) AE QuickSilver
		2) Daystar Fastcache IIsi
		3) Daystar ComboCache IIsi
		4) LogiCache IIsi 64k cache

I'd be interested in hearing opinions on any or all of these options.
The other alternative is to upgrade to a CPU accelerator such as the
LogiCache 50 MHz. Ideas, comparisions?"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1545	"

It must be... ...I type it with my left hand.  Personally, I would have
a real problem with my keyboard opened up like that, because I tend to
share some keys with both hands, particularly if I'm doing something else
with one hand (like using the cursor keys, mouse, or glass of Jolt)."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1566	"
You need to add two 256K VRAM SIMMs;  512K VRAM SIMMs will not work in any 
of the Quadra or Centris machines.  There is already 512K of VRAM soldered 
to the logic board.  You add the two 256K SIMMs to this to give you a 
total of 1 MB."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1634	"This model is one of the two low-cost laser printers that Apple just
introduced.  I'm thinking of getting one to use at home.  Have any of you
had any experience with this printer?   Does it have Level-2 PostScript?
If you've bought one, are you happy with it?
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1639	"			  While there may not be a part number for the CD300i drive, I have seen
a part number for the bezel kit (a new front panel with the slot in it
through which you insert the CD). The document (which I got from the
2/10/93 announcement at our Apple office) states the drive kit and bezel
kits are separate items and the bezel kit has an SRP of $149 fro the C650.
The external unit may be a better deal after all."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1641	"I have a new 25 MHz Motorola 68040 that I am willing to sell if I get
a good enough offer.  It is still in its static free sealed package.

If I don't get a good enough offer, I will use it to replace my 68LC040.

Any takers?  

Supposedly you can get one of these for $375.  However, at the moment the
demand is higher than the supply so I think $400 is a good round number.
I will pay shipping, of course."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1661	"

When I owned an SE, I replaced the fan with SE Silencer, available, I
believe, from MacWarehouse or MacConnection.  It comes with instruction for
installation and requires no soldering.  Worked like a charm.  I think the
manufacturer is Mobius.

__Dave
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1743	"Try MaxAppleZoom ( a shareware init ) if your monitor is not driven by internal
video."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1775	"I hear that the Performa 450 is really an LCIII with an internal modem.  Can
the modem part be obtained and installed in an LCIII?  It would be nice if it
were actually a powerbook internal modem, but that might be too much to hope
for.






"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1832	"
	       ------------

Actually, it's Transoft now, and that's what I meant ;)"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1836	"Whatever equipment will work on a mac plus or a mac se will work fine on 
a mac portable. It doesn't have a sound input, but there is equipment 
that works fine with those models mentioned in macuser/macworld.
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1861	"There was a discussion a couple of weeks ago about using different
cables to 
achieve different resolutions on the Quadra and Centris series.  A
company that sold the cables was mentioned.  Can someone please e-mail me
the companies name, address, etc, and any other info that may be relevant?


	""Just like everything else in life, the right lane ends in half a mile."""	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1895	"A friend of mine has problems running Spigot LC on an LC III.
His configuration is:

Spigot LC / LC III, System 7.1
Video Spigot Extension 1.0

I would appriciate if I can get any postitive/negative experience with this
setup.  

Thanks,"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
1953	"You will need Driver ver 3.5.2 to work with Quadra/Centris.  You can download
it from iomega BBS: 1-801-778-4400

--"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2035	"

The problem is that the pins in the ADB connector 
are close to each other, and if you happen to bend the
cable a little while inserting it, you short the ADB
port. If you take it to an Apple Repair Centre, that
means a new motherboard (though a component replace IS
physically possible)

Same goes for serial ports (LocalTalk as well)

Cheers,

					/ h+
-- 
 -- Jon W{tte, h+@nada.kth.se, Mac Hacker Deluxe --"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2041	"
Huh?  If I buy a 128M optical, I might lose my friends?  Why - do they
smell bad?

:-)



On a serious note, I have heard the tales about SyQuest failures.  But I
am curious about Jon's comments on cartridge wear for the the Bernoullis.
Can someone elaborate?  Is there a general consensus that the 128M opticals
are the most reliable?  I am mostly concerned about media failures, as
opposed to drive mechanism failures."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2074	"I remember someone mention about a 150meg syquest.  Has anyone else
heard anything about this?  I'd be interested in the cost per megabyte and the
approximate cost of the drive itself and how they compare to the Bernoulli 150.
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2088	"






So patch the ROMs with the latest OS version.  I don't see
how this is a problem.

"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2155	"

	I thought NEC and Toshiba CD-ROM mechanism have an average 
access time of less than 200 ms.  While the SONY-APPLE CD-ROM 
drive has an access time of 300 ms for the doublespin models."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2158	"<stuff deleted>
 
					<other stuff deleted>

Wouldn't it be cheaper to just buy a little fourteen inch colour tv? Just 
curious...





--"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2186	"

No, he's not missing anything.  You're right that some models of the 650 ship in
the USA without FPU or Ethernet.  Per Ejeklint is also right -- *all*, I repeat,
*ALL* Centris 650's sold here in New Zealand and, I assume, Europe have the FPU
and Ethernet."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2198	"
The screws are Torx screws and the tool isn't to hard to find. It's a
matter of finding one with a long enough shaft to do the trick. 
 
No it is not a good idea to take that fan out.  Why because it will
cause stuff to over heat.  Internal hard drives, motherboard...You name
it and this can cause damage.  I've known people to have hard drive
failures because of fans that didn't work right....
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2253	"So far I have only seen pictures of the new ergonomic keyboard,
but it seems that the 'b' is placed on the left part after the split.
However, when I learned typing in school some years ago, I was taught
to write 'b' with my right hand. Is this a difference between Danish
and American typing, or what???

Thanks a lot in advance!

--"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2258	"I own a Mac IIsi and am considering upgrades (cards, hard drive, etc).
Can you tell me what the power limitations are for 1) the PDS slot
and 2) the hard drive power feed. Secondly, Can you tell me if there
is a separate limit for each, or if instead, there is a single limit
for both combined?"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2382	"
Have you tried the library?
Since you go to WPI (so do I), go to AK and look on the first floor, a 
professor has posted an IEEE (i believe) spec sheet on the 68060 which
is around 10 pages long.  I'm sure the library has the info you request, It's
just a matter of finding it.


Hope this helps,
Bret Chase


"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2417	"Seth> I fail to see any advantage whatsoever with this kind of
set-up.
 Seth> What a DUMB idea.

So don't buy one.

Kristen


 This copy of Freddie 1.2.5 is being evaluated.
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2459	"Any new reports about iisi clock upgrade to 25 mhz,  33 mhz?
Any failures?"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2473	"Excerpts from netnews.comp.sys.mac.misc: 5-Apr-93 Re: HELP INSTALL RAM
ON CEN.. by Jason Harvey Titus@farad 



oh boy am i confused, I thought the entire point of the 72 pin simms was
that you could use diffrent size simms so you could avoid having to use
sets.  all horror stories not withstanding."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2505	"THere is a defect in the 13"" hi-res monitors, bring it to a dealer and 
they will replace the flyback for free, I think.


	I just heard of this problem at work today and we are fixing 
them for free.
"	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2540	I also use PhotoShop to edit photos, and do DTP work.	4	comp.sys.mac.hardware	07/11/20 10:48 AM
2580	"

    Don't believe the hype. There is no such thing as a PowerPC slot."	4	comp.sys.mac.hardware	07/11/20 10:48 AM
