	Strategy	Query	Class	Value
313	Uncertainty	q7	sci.med	1
314	Uncertainty	q7	comp.sys.mac.hardware	2
315	Uncertainty	q7	comp.graphics	62
316	Uncertainty	q7	comp.os.ms-windows.misc	1
317	Uncertainty	q7	comp.windows.x	2
318	Uncertainty	q7	sci.space	0
319	Uncertainty	q7	misc.forsale	3
320	QBC	q0	comp.sys.ibm.pc.hardware	3
321	QBC	q0	sci.crypt	3
322	QBC	q0	talk.politics.guns	2
323	QBC	q0	rec.sport.baseball	7
324	QBC	q0	talk.religion.misc	0
325	QBC	q0	rec.sport.hockey	0
326	QBC	q0	talk.politics.mideast	3
327	QBC	q0	soc.religion.christian	3
328	QBC	q0	talk.politics.misc	1
329	QBC	q0	rec.motorcycles	14
330	QBC	q0	alt.atheism	1
331	QBC	q0	rec.autos	5
332	QBC	q0	sci.electronics	2
333	QBC	q0	sci.med	2
334	QBC	q0	comp.sys.mac.hardware	4
335	QBC	q0	comp.graphics	34
336	QBC	q0	comp.os.ms-windows.misc	3
337	QBC	q0	comp.windows.x	4
338	QBC	q0	sci.space	3
339	QBC	q0	misc.forsale	6
340	QBC	q1	comp.sys.ibm.pc.hardware	1
341	QBC	q1	sci.crypt	1
342	QBC	q1	talk.politics.guns	0
343	QBC	q1	rec.sport.baseball	0
344	QBC	q1	talk.religion.misc	9
345	QBC	q1	rec.sport.hockey	0
346	QBC	q1	talk.politics.mideast	0
347	QBC	q1	soc.religion.christian	0
348	QBC	q1	talk.politics.misc	0
349	QBC	q1	rec.motorcycles	47
350	QBC	q1	alt.atheism	1
351	QBC	q1	rec.autos	0
352	QBC	q1	sci.electronics	0
353	QBC	q1	sci.med	0
354	QBC	q1	comp.sys.mac.hardware	0
355	QBC	q1	comp.graphics	9
356	QBC	q1	comp.os.ms-windows.misc	3
357	QBC	q1	comp.windows.x	0
358	QBC	q1	sci.space	0
359	QBC	q1	misc.forsale	29
360	QBC	q2	comp.sys.ibm.pc.hardware	7
361	QBC	q2	sci.crypt	1
362	QBC	q2	talk.politics.guns	3
363	QBC	q2	rec.sport.baseball	0
364	QBC	q2	talk.religion.misc	0
365	QBC	q2	rec.sport.hockey	0
366	QBC	q2	talk.politics.mideast	0
367	QBC	q2	soc.religion.christian	0
368	QBC	q2	talk.politics.misc	0
369	QBC	q2	rec.motorcycles	7
370	QBC	q2	alt.atheism	6
371	QBC	q2	rec.autos	0
372	QBC	q2	sci.electronics	9
373	QBC	q2	sci.med	6
374	QBC	q2	comp.sys.mac.hardware	0
375	QBC	q2	comp.graphics	34
376	QBC	q2	comp.os.ms-windows.misc	2
377	QBC	q2	comp.windows.x	3
378	QBC	q2	sci.space	0
379	QBC	q2	misc.forsale	22
380	QBC	q3	comp.sys.ibm.pc.hardware	0
381	QBC	q3	sci.crypt	0
382	QBC	q3	talk.politics.guns	2
383	QBC	q3	rec.sport.baseball	19
384	QBC	q3	talk.religion.misc	2
385	QBC	q3	rec.sport.hockey	4
386	QBC	q3	talk.politics.mideast	4
387	QBC	q3	soc.religion.christian	5
388	QBC	q3	talk.politics.misc	5
389	QBC	q3	rec.motorcycles	10
390	QBC	q3	alt.atheism	3
391	QBC	q3	rec.autos	2
392	QBC	q3	sci.electronics	0
393	QBC	q3	sci.med	3
394	QBC	q3	comp.sys.mac.hardware	2
395	QBC	q3	comp.graphics	29
396	QBC	q3	comp.os.ms-windows.misc	2
397	QBC	q3	comp.windows.x	1
398	QBC	q3	sci.space	3
399	QBC	q3	misc.forsale	4
400	QBC	q4	comp.sys.ibm.pc.hardware	2
401	QBC	q4	sci.crypt	2
402	QBC	q4	talk.politics.guns	3
403	QBC	q4	rec.sport.baseball	17
404	QBC	q4	talk.religion.misc	3
405	QBC	q4	rec.sport.hockey	1
406	QBC	q4	talk.politics.mideast	3
407	QBC	q4	soc.religion.christian	3
408	QBC	q4	talk.politics.misc	3
409	QBC	q4	rec.motorcycles	5
410	QBC	q4	alt.atheism	2
411	QBC	q4	rec.autos	1
412	QBC	q4	sci.electronics	1
413	QBC	q4	sci.med	1
414	QBC	q4	comp.sys.mac.hardware	1
415	QBC	q4	comp.graphics	42
416	QBC	q4	comp.os.ms-windows.misc	1
417	QBC	q4	comp.windows.x	1
418	QBC	q4	sci.space	5
419	QBC	q4	misc.forsale	3
420	QBC	q5	comp.sys.ibm.pc.hardware	1
421	QBC	q5	sci.crypt	6
422	QBC	q5	talk.politics.guns	2
423	QBC	q5	rec.sport.baseball	5
424	QBC	q5	talk.religion.misc	1
425	QBC	q5	rec.sport.hockey	5
426	QBC	q5	talk.politics.mideast	3
427	QBC	q5	soc.religion.christian	2
428	QBC	q5	talk.politics.misc	3
429	QBC	q5	rec.motorcycles	2
430	QBC	q5	alt.atheism	2
431	QBC	q5	rec.autos	6
432	QBC	q5	sci.electronics	0
433	QBC	q5	sci.med	1
434	QBC	q5	comp.sys.mac.hardware	1
435	QBC	q5	comp.graphics	54
436	QBC	q5	comp.os.ms-windows.misc	1
437	QBC	q5	comp.windows.x	2
438	QBC	q5	sci.space	2
439	QBC	q5	misc.forsale	1
440	QBC	q6	comp.sys.ibm.pc.hardware	0
441	QBC	q6	sci.crypt	2
442	QBC	q6	talk.politics.guns	3
443	QBC	q6	rec.sport.baseball	4
444	QBC	q6	talk.religion.misc	0
445	QBC	q6	rec.sport.hockey	2
446	QBC	q6	talk.politics.mideast	1
447	QBC	q6	soc.religion.christian	1
448	QBC	q6	talk.politics.misc	2
449	QBC	q6	rec.motorcycles	7
450	QBC	q6	alt.atheism	0
451	QBC	q6	rec.autos	1
452	QBC	q6	sci.electronics	1
453	QBC	q6	sci.med	1
454	QBC	q6	comp.sys.mac.hardware	8
455	QBC	q6	comp.graphics	63
456	QBC	q6	comp.os.ms-windows.misc	0
457	QBC	q6	comp.windows.x	1
458	QBC	q6	sci.space	2
459	QBC	q6	misc.forsale	1
460	QBC	q7	comp.sys.ibm.pc.hardware	2
461	QBC	q7	sci.crypt	1
462	QBC	q7	talk.politics.guns	0
463	QBC	q7	rec.sport.baseball	28
464	QBC	q7	talk.religion.misc	0
465	QBC	q7	rec.sport.hockey	4
466	QBC	q7	talk.politics.mideast	1
467	QBC	q7	soc.religion.christian	2
468	QBC	q7	talk.politics.misc	2
469	QBC	q7	rec.motorcycles	25
470	QBC	q7	alt.atheism	1
471	QBC	q7	rec.autos	1
472	QBC	q7	sci.electronics	3
473	QBC	q7	sci.med	2
474	QBC	q7	comp.sys.mac.hardware	0
475	QBC	q7	comp.graphics	9
476	QBC	q7	comp.os.ms-windows.misc	4
477	QBC	q7	comp.windows.x	3
478	QBC	q7	sci.space	0
479	QBC	q7	misc.forsale	12
480	GraphDensity	q0	comp.sys.ibm.pc.hardware	3
481	GraphDensity	q0	sci.crypt	3
482	GraphDensity	q0	talk.politics.guns	2
483	GraphDensity	q0	rec.sport.baseball	7
484	GraphDensity	q0	talk.religion.misc	0
485	GraphDensity	q0	rec.sport.hockey	0
486	GraphDensity	q0	talk.politics.mideast	3
487	GraphDensity	q0	soc.religion.christian	3
488	GraphDensity	q0	talk.politics.misc	1
489	GraphDensity	q0	rec.motorcycles	14
490	GraphDensity	q0	alt.atheism	1
491	GraphDensity	q0	rec.autos	5
492	GraphDensity	q0	sci.electronics	2
493	GraphDensity	q0	sci.med	2
494	GraphDensity	q0	comp.sys.mac.hardware	4
495	GraphDensity	q0	comp.graphics	34
496	GraphDensity	q0	comp.os.ms-windows.misc	3
497	GraphDensity	q0	comp.windows.x	4
498	GraphDensity	q0	sci.space	3
499	GraphDensity	q0	misc.forsale	6
500	GraphDensity	q1	comp.sys.ibm.pc.hardware	4
501	GraphDensity	q1	sci.crypt	2
502	GraphDensity	q1	talk.politics.guns	1
503	GraphDensity	q1	rec.sport.baseball	12
504	GraphDensity	q1	talk.religion.misc	1
505	GraphDensity	q1	rec.sport.hockey	1
506	GraphDensity	q1	talk.politics.mideast	2
507	GraphDensity	q1	soc.religion.christian	1
508	GraphDensity	q1	talk.politics.misc	3
509	GraphDensity	q1	rec.motorcycles	19
510	GraphDensity	q1	alt.atheism	1
511	GraphDensity	q1	rec.autos	3
512	GraphDensity	q1	sci.electronics	1
513	GraphDensity	q1	sci.med	3
514	GraphDensity	q1	comp.sys.mac.hardware	2
515	GraphDensity	q1	comp.graphics	32
516	GraphDensity	q1	comp.os.ms-windows.misc	1
517	GraphDensity	q1	comp.windows.x	0
518	GraphDensity	q1	sci.space	0
519	GraphDensity	q1	misc.forsale	11
520	GraphDensity	q2	comp.sys.ibm.pc.hardware	3
521	GraphDensity	q2	sci.crypt	1
522	GraphDensity	q2	talk.politics.guns	2
523	GraphDensity	q2	rec.sport.baseball	12
524	GraphDensity	q2	talk.religion.misc	1
525	GraphDensity	q2	rec.sport.hockey	0
526	GraphDensity	q2	talk.politics.mideast	3
527	GraphDensity	q2	soc.religion.christian	1
528	GraphDensity	q2	talk.politics.misc	2
529	GraphDensity	q2	rec.motorcycles	13
530	GraphDensity	q2	alt.atheism	3
531	GraphDensity	q2	rec.autos	2
532	GraphDensity	q2	sci.electronics	1
533	GraphDensity	q2	sci.med	1
534	GraphDensity	q2	comp.sys.mac.hardware	2
535	GraphDensity	q2	comp.graphics	34
536	GraphDensity	q2	comp.os.ms-windows.misc	1
537	GraphDensity	q2	comp.windows.x	2
538	GraphDensity	q2	sci.space	4
539	GraphDensity	q2	misc.forsale	12
540	GraphDensity	q3	comp.sys.ibm.pc.hardware	1
541	GraphDensity	q3	sci.crypt	0
542	GraphDensity	q3	talk.politics.guns	3
543	GraphDensity	q3	rec.sport.baseball	12
544	GraphDensity	q3	talk.religion.misc	3
545	GraphDensity	q3	rec.sport.hockey	4
546	GraphDensity	q3	talk.politics.mideast	1
547	GraphDensity	q3	soc.religion.christian	0
548	GraphDensity	q3	talk.politics.misc	5
549	GraphDensity	q3	rec.motorcycles	8
550	GraphDensity	q3	alt.atheism	1
551	GraphDensity	q3	rec.autos	1
552	GraphDensity	q3	sci.electronics	1
553	GraphDensity	q3	sci.med	1
554	GraphDensity	q3	comp.sys.mac.hardware	5
555	GraphDensity	q3	comp.graphics	36
556	GraphDensity	q3	comp.os.ms-windows.misc	1
557	GraphDensity	q3	comp.windows.x	1
558	GraphDensity	q3	sci.space	2
559	GraphDensity	q3	misc.forsale	14
560	GraphDensity	q4	comp.sys.ibm.pc.hardware	0
561	GraphDensity	q4	sci.crypt	3
562	GraphDensity	q4	talk.politics.guns	3
563	GraphDensity	q4	rec.sport.baseball	10
564	GraphDensity	q4	talk.religion.misc	1
565	GraphDensity	q4	rec.sport.hockey	2
566	GraphDensity	q4	talk.politics.mideast	2
567	GraphDensity	q4	soc.religion.christian	1
568	GraphDensity	q4	talk.politics.misc	0
569	GraphDensity	q4	rec.motorcycles	20
570	GraphDensity	q4	alt.atheism	1
571	GraphDensity	q4	rec.autos	1
572	GraphDensity	q4	sci.electronics	2
573	GraphDensity	q4	sci.med	2
574	GraphDensity	q4	comp.sys.mac.hardware	2
575	GraphDensity	q4	comp.graphics	37
576	GraphDensity	q4	comp.os.ms-windows.misc	3
577	GraphDensity	q4	comp.windows.x	2
578	GraphDensity	q4	sci.space	0
579	GraphDensity	q4	misc.forsale	8
580	GraphDensity	q5	comp.sys.ibm.pc.hardware	1
581	GraphDensity	q5	sci.crypt	3
582	GraphDensity	q5	talk.politics.guns	2
583	GraphDensity	q5	rec.sport.baseball	9
584	GraphDensity	q5	talk.religion.misc	3
585	GraphDensity	q5	rec.sport.hockey	2
586	GraphDensity	q5	talk.politics.mideast	1
587	GraphDensity	q5	soc.religion.christian	5
588	GraphDensity	q5	talk.politics.misc	1
589	GraphDensity	q5	rec.motorcycles	14
590	GraphDensity	q5	alt.atheism	3
591	GraphDensity	q5	rec.autos	2
592	GraphDensity	q5	sci.electronics	3
593	GraphDensity	q5	sci.med	2
594	GraphDensity	q5	comp.sys.mac.hardware	1
595	GraphDensity	q5	comp.graphics	31
596	GraphDensity	q5	comp.os.ms-windows.misc	1
597	GraphDensity	q5	comp.windows.x	2
598	GraphDensity	q5	sci.space	5
599	GraphDensity	q5	misc.forsale	9
600	GraphDensity	q6	comp.sys.ibm.pc.hardware	1
601	GraphDensity	q6	sci.crypt	4
602	GraphDensity	q6	talk.politics.guns	1
603	GraphDensity	q6	rec.sport.baseball	7
604	GraphDensity	q6	talk.religion.misc	2
605	GraphDensity	q6	rec.sport.hockey	2
606	GraphDensity	q6	talk.politics.mideast	1
607	GraphDensity	q6	soc.religion.christian	4
608	GraphDensity	q6	talk.politics.misc	3
609	GraphDensity	q6	rec.motorcycles	15
610	GraphDensity	q6	alt.atheism	2
611	GraphDensity	q6	rec.autos	2
612	GraphDensity	q6	sci.electronics	1
613	GraphDensity	q6	sci.med	1
614	GraphDensity	q6	comp.sys.mac.hardware	0
615	GraphDensity	q6	comp.graphics	40
616	GraphDensity	q6	comp.os.ms-windows.misc	3
617	GraphDensity	q6	comp.windows.x	2
618	GraphDensity	q6	sci.space	0
619	GraphDensity	q6	misc.forsale	9
620	GraphDensity	q7	comp.sys.ibm.pc.hardware	3
621	GraphDensity	q7	sci.crypt	0
622	GraphDensity	q7	talk.politics.guns	1
623	GraphDensity	q7	rec.sport.baseball	11
624	GraphDensity	q7	talk.religion.misc	4
625	GraphDensity	q7	rec.sport.hockey	5
626	GraphDensity	q7	talk.politics.mideast	2
627	GraphDensity	q7	soc.religion.christian	1
628	GraphDensity	q7	talk.politics.misc	1
629	GraphDensity	q7	rec.motorcycles	14
630	GraphDensity	q7	alt.atheism	4
631	GraphDensity	q7	rec.autos	0
632	GraphDensity	q7	sci.electronics	5
633	GraphDensity	q7	sci.med	4
634	GraphDensity	q7	comp.sys.mac.hardware	0
635	GraphDensity	q7	comp.graphics	30
636	GraphDensity	q7	comp.os.ms-windows.misc	3
637	GraphDensity	q7	comp.windows.x	2
638	GraphDensity	q7	sci.space	1
639	GraphDensity	q7	misc.forsale	9
640	EER	q0	comp.sys.ibm.pc.hardware	3
641	EER	q0	sci.crypt	3
642	EER	q0	talk.politics.guns	2
643	EER	q0	rec.sport.baseball	7
644	EER	q0	talk.religion.misc	0
645	EER	q0	rec.sport.hockey	0
646	EER	q0	talk.politics.mideast	3
647	EER	q0	soc.religion.christian	3
648	EER	q0	talk.politics.misc	1
649	EER	q0	rec.motorcycles	14
650	EER	q0	alt.atheism	1
651	EER	q0	rec.autos	5
652	EER	q0	sci.electronics	2
653	EER	q0	sci.med	2
654	EER	q0	comp.sys.mac.hardware	4
655	EER	q0	comp.graphics	34
656	EER	q0	comp.os.ms-windows.misc	3
657	EER	q0	comp.windows.x	4
658	EER	q0	sci.space	3
659	EER	q0	misc.forsale	6
660	EER	q1	comp.sys.ibm.pc.hardware	3
661	EER	q1	sci.crypt	1
