	Strategy	Query	Class	Value
179	Uncertainty	q0	misc.forsale	6
180	Uncertainty	q1	comp.windows.x	3
181	Uncertainty	q1	talk.politics.guns	2
182	Uncertainty	q1	alt.atheism	5
183	Uncertainty	q1	rec.sport.hockey	2
184	Uncertainty	q1	comp.graphics	27
185	Uncertainty	q1	soc.religion.christian	3
186	Uncertainty	q1	rec.sport.baseball	6
187	Uncertainty	q1	talk.politics.misc	2
188	Uncertainty	q1	comp.sys.mac.hardware	1
189	Uncertainty	q1	rec.autos	1
190	Uncertainty	q1	comp.sys.ibm.pc.hardware	1
191	Uncertainty	q1	sci.electronics	1
192	Uncertainty	q1	sci.space	3
193	Uncertainty	q1	sci.crypt	1
194	Uncertainty	q1	talk.religion.misc	8
195	Uncertainty	q1	rec.motorcycles	12
196	Uncertainty	q1	talk.politics.mideast	6
197	Uncertainty	q1	sci.med	7
198	Uncertainty	q1	comp.os.ms-windows.misc	1
199	Uncertainty	q1	misc.forsale	8
200	Uncertainty	q2	comp.windows.x	1
201	Uncertainty	q2	talk.politics.guns	4
202	Uncertainty	q2	alt.atheism	4
203	Uncertainty	q2	rec.sport.hockey	5
204	Uncertainty	q2	comp.graphics	9
205	Uncertainty	q2	soc.religion.christian	7
206	Uncertainty	q2	rec.sport.baseball	15
207	Uncertainty	q2	talk.politics.misc	6
208	Uncertainty	q2	comp.sys.mac.hardware	0
209	Uncertainty	q2	rec.autos	1
210	Uncertainty	q2	comp.sys.ibm.pc.hardware	2
211	Uncertainty	q2	sci.electronics	2
212	Uncertainty	q2	sci.space	3
213	Uncertainty	q2	sci.crypt	2
214	Uncertainty	q2	talk.religion.misc	4
215	Uncertainty	q2	rec.motorcycles	19
216	Uncertainty	q2	talk.politics.mideast	2
217	Uncertainty	q2	sci.med	2
218	Uncertainty	q2	comp.os.ms-windows.misc	1
219	Uncertainty	q2	misc.forsale	11
220	Uncertainty	q3	comp.windows.x	0
221	Uncertainty	q3	talk.politics.guns	6
222	Uncertainty	q3	alt.atheism	2
223	Uncertainty	q3	rec.sport.hockey	1
224	Uncertainty	q3	comp.graphics	28
225	Uncertainty	q3	soc.religion.christian	1
226	Uncertainty	q3	rec.sport.baseball	10
227	Uncertainty	q3	talk.politics.misc	5
228	Uncertainty	q3	comp.sys.mac.hardware	1
229	Uncertainty	q3	rec.autos	1
230	Uncertainty	q3	comp.sys.ibm.pc.hardware	3
231	Uncertainty	q3	sci.electronics	2
232	Uncertainty	q3	sci.space	1
233	Uncertainty	q3	sci.crypt	2
234	Uncertainty	q3	talk.religion.misc	1
235	Uncertainty	q3	rec.motorcycles	16
236	Uncertainty	q3	talk.politics.mideast	3
237	Uncertainty	q3	sci.med	3
238	Uncertainty	q3	comp.os.ms-windows.misc	0
239	Uncertainty	q3	misc.forsale	14
240	Uncertainty	q4	comp.windows.x	2
241	Uncertainty	q4	talk.politics.guns	0
242	Uncertainty	q4	alt.atheism	1
243	Uncertainty	q4	rec.sport.hockey	3
244	Uncertainty	q4	comp.graphics	34
245	Uncertainty	q4	soc.religion.christian	2
246	Uncertainty	q4	rec.sport.baseball	7
247	Uncertainty	q4	talk.politics.misc	1
248	Uncertainty	q4	comp.sys.mac.hardware	2
249	Uncertainty	q4	rec.autos	3
250	Uncertainty	q4	comp.sys.ibm.pc.hardware	0
251	Uncertainty	q4	sci.electronics	4
252	Uncertainty	q4	sci.space	2
253	Uncertainty	q4	sci.crypt	0
254	Uncertainty	q4	talk.religion.misc	0
255	Uncertainty	q4	rec.motorcycles	25
256	Uncertainty	q4	talk.politics.mideast	1
257	Uncertainty	q4	sci.med	1
258	Uncertainty	q4	comp.os.ms-windows.misc	1
259	Uncertainty	q4	misc.forsale	11
260	Uncertainty	q5	comp.windows.x	3
261	Uncertainty	q5	talk.politics.guns	1
262	Uncertainty	q5	alt.atheism	3
263	Uncertainty	q5	rec.sport.hockey	3
264	Uncertainty	q5	comp.graphics	36
265	Uncertainty	q5	soc.religion.christian	0
266	Uncertainty	q5	rec.sport.baseball	9
267	Uncertainty	q5	talk.politics.misc	0
268	Uncertainty	q5	comp.sys.mac.hardware	1
269	Uncertainty	q5	rec.autos	3
270	Uncertainty	q5	comp.sys.ibm.pc.hardware	5
271	Uncertainty	q5	sci.electronics	1
272	Uncertainty	q5	sci.space	1
273	Uncertainty	q5	sci.crypt	3
274	Uncertainty	q5	talk.religion.misc	2
275	Uncertainty	q5	rec.motorcycles	12
276	Uncertainty	q5	talk.politics.mideast	0
277	Uncertainty	q5	sci.med	0
278	Uncertainty	q5	comp.os.ms-windows.misc	4
279	Uncertainty	q5	misc.forsale	13
280	Uncertainty	q6	comp.windows.x	1
281	Uncertainty	q6	talk.politics.guns	0
282	Uncertainty	q6	alt.atheism	0
283	Uncertainty	q6	rec.sport.hockey	2
284	Uncertainty	q6	comp.graphics	39
285	Uncertainty	q6	soc.religion.christian	0
286	Uncertainty	q6	rec.sport.baseball	22
287	Uncertainty	q6	talk.politics.misc	1
288	Uncertainty	q6	comp.sys.mac.hardware	4
289	Uncertainty	q6	rec.autos	2
290	Uncertainty	q6	comp.sys.ibm.pc.hardware	1
291	Uncertainty	q6	sci.electronics	4
292	Uncertainty	q6	sci.space	2
293	Uncertainty	q6	sci.crypt	4
294	Uncertainty	q6	talk.religion.misc	0
295	Uncertainty	q6	rec.motorcycles	10
296	Uncertainty	q6	talk.politics.mideast	0
297	Uncertainty	q6	sci.med	0
298	Uncertainty	q6	comp.os.ms-windows.misc	2
299	Uncertainty	q6	misc.forsale	6
300	Uncertainty	q7	comp.windows.x	1
301	Uncertainty	q7	talk.politics.guns	0
302	Uncertainty	q7	alt.atheism	0
303	Uncertainty	q7	rec.sport.hockey	0
304	Uncertainty	q7	comp.graphics	67
305	Uncertainty	q7	soc.religion.christian	0
306	Uncertainty	q7	rec.sport.baseball	4
307	Uncertainty	q7	talk.politics.misc	0
308	Uncertainty	q7	comp.sys.mac.hardware	3
309	Uncertainty	q7	rec.autos	0
310	Uncertainty	q7	comp.sys.ibm.pc.hardware	1
311	Uncertainty	q7	sci.electronics	0
312	Uncertainty	q7	sci.space	0
313	Uncertainty	q7	sci.crypt	1
314	Uncertainty	q7	talk.religion.misc	0
315	Uncertainty	q7	rec.motorcycles	9
316	Uncertainty	q7	talk.politics.mideast	0
317	Uncertainty	q7	sci.med	1
318	Uncertainty	q7	comp.os.ms-windows.misc	4
319	Uncertainty	q7	misc.forsale	9
320	QBC	q0	comp.windows.x	4
321	QBC	q0	talk.politics.guns	2
322	QBC	q0	alt.atheism	1
323	QBC	q0	rec.sport.hockey	0
324	QBC	q0	comp.graphics	34
325	QBC	q0	soc.religion.christian	3
326	QBC	q0	rec.sport.baseball	7
327	QBC	q0	talk.politics.misc	1
328	QBC	q0	comp.sys.mac.hardware	4
329	QBC	q0	rec.autos	5
330	QBC	q0	comp.sys.ibm.pc.hardware	3
331	QBC	q0	sci.electronics	2
332	QBC	q0	sci.space	3
333	QBC	q0	sci.crypt	3
334	QBC	q0	talk.religion.misc	0
335	QBC	q0	rec.motorcycles	14
336	QBC	q0	talk.politics.mideast	3
337	QBC	q0	sci.med	2
338	QBC	q0	comp.os.ms-windows.misc	3
339	QBC	q0	misc.forsale	6
340	QBC	q1	comp.windows.x	2
341	QBC	q1	talk.politics.guns	0
342	QBC	q1	alt.atheism	8
343	QBC	q1	rec.sport.hockey	4
344	QBC	q1	comp.graphics	28
345	QBC	q1	soc.religion.christian	0
346	QBC	q1	rec.sport.baseball	0
347	QBC	q1	talk.politics.misc	0
348	QBC	q1	comp.sys.mac.hardware	0
349	QBC	q1	rec.autos	0
350	QBC	q1	comp.sys.ibm.pc.hardware	0
351	QBC	q1	sci.electronics	3
352	QBC	q1	sci.space	0
353	QBC	q1	sci.crypt	0
354	QBC	q1	talk.religion.misc	3
355	QBC	q1	rec.motorcycles	34
356	QBC	q1	talk.politics.mideast	0
357	QBC	q1	sci.med	0
358	QBC	q1	comp.os.ms-windows.misc	1
359	QBC	q1	misc.forsale	17
360	QBC	q2	comp.windows.x	1
361	QBC	q2	talk.politics.guns	6
362	QBC	q2	alt.atheism	3
363	QBC	q2	rec.sport.hockey	4
364	QBC	q2	comp.graphics	20
365	QBC	q2	soc.religion.christian	7
366	QBC	q2	rec.sport.baseball	19
367	QBC	q2	talk.politics.misc	1
368	QBC	q2	comp.sys.mac.hardware	1
369	QBC	q2	rec.autos	0
370	QBC	q2	comp.sys.ibm.pc.hardware	1
371	QBC	q2	sci.electronics	1
372	QBC	q2	sci.space	6
373	QBC	q2	sci.crypt	1
374	QBC	q2	talk.religion.misc	5
375	QBC	q2	rec.motorcycles	9
376	QBC	q2	talk.politics.mideast	1
377	QBC	q2	sci.med	5
378	QBC	q2	comp.os.ms-windows.misc	2
379	QBC	q2	misc.forsale	7
380	QBC	q3	comp.windows.x	2
381	QBC	q3	talk.politics.guns	2
382	QBC	q3	alt.atheism	1
383	QBC	q3	rec.sport.hockey	2
384	QBC	q3	comp.graphics	27
385	QBC	q3	soc.religion.christian	0
386	QBC	q3	rec.sport.baseball	6
387	QBC	q3	talk.politics.misc	6
388	QBC	q3	comp.sys.mac.hardware	4
389	QBC	q3	rec.autos	2
390	QBC	q3	comp.sys.ibm.pc.hardware	1
391	QBC	q3	sci.electronics	3
392	QBC	q3	sci.space	1
393	QBC	q3	sci.crypt	6
394	QBC	q3	talk.religion.misc	3
395	QBC	q3	rec.motorcycles	13
396	QBC	q3	talk.politics.mideast	1
397	QBC	q3	sci.med	6
398	QBC	q3	comp.os.ms-windows.misc	1
399	QBC	q3	misc.forsale	13
400	QBC	q4	comp.windows.x	0
401	QBC	q4	talk.politics.guns	1
402	QBC	q4	alt.atheism	1
403	QBC	q4	rec.sport.hockey	2
404	QBC	q4	comp.graphics	63
405	QBC	q4	soc.religion.christian	0
406	QBC	q4	rec.sport.baseball	8
407	QBC	q4	talk.politics.misc	5
408	QBC	q4	comp.sys.mac.hardware	0
409	QBC	q4	rec.autos	0
410	QBC	q4	comp.sys.ibm.pc.hardware	2
411	QBC	q4	sci.electronics	1
412	QBC	q4	sci.space	0
413	QBC	q4	sci.crypt	1
414	QBC	q4	talk.religion.misc	2
415	QBC	q4	rec.motorcycles	4
416	QBC	q4	talk.politics.mideast	4
417	QBC	q4	sci.med	1
418	QBC	q4	comp.os.ms-windows.misc	0
419	QBC	q4	misc.forsale	5
420	QBC	q5	comp.windows.x	0
421	QBC	q5	talk.politics.guns	4
422	QBC	q5	alt.atheism	1
423	QBC	q5	rec.sport.hockey	1
424	QBC	q5	comp.graphics	53
425	QBC	q5	soc.religion.christian	4
426	QBC	q5	rec.sport.baseball	6
427	QBC	q5	talk.politics.misc	1
428	QBC	q5	comp.sys.mac.hardware	1
429	QBC	q5	rec.autos	0
430	QBC	q5	comp.sys.ibm.pc.hardware	4
431	QBC	q5	sci.electronics	0
432	QBC	q5	sci.space	5
433	QBC	q5	sci.crypt	2
434	QBC	q5	talk.religion.misc	0
435	QBC	q5	rec.motorcycles	7
436	QBC	q5	talk.politics.mideast	1
437	QBC	q5	sci.med	2
438	QBC	q5	comp.os.ms-windows.misc	1
439	QBC	q5	misc.forsale	7
440	QBC	q6	comp.windows.x	0
441	QBC	q6	talk.politics.guns	0
442	QBC	q6	alt.atheism	1
443	QBC	q6	rec.sport.hockey	1
444	QBC	q6	comp.graphics	40
445	QBC	q6	soc.religion.christian	1
446	QBC	q6	rec.sport.baseball	3
447	QBC	q6	talk.politics.misc	0
448	QBC	q6	comp.sys.mac.hardware	6
449	QBC	q6	rec.autos	8
450	QBC	q6	comp.sys.ibm.pc.hardware	5
451	QBC	q6	sci.electronics	2
452	QBC	q6	sci.space	0
453	QBC	q6	sci.crypt	1
454	QBC	q6	talk.religion.misc	1
455	QBC	q6	rec.motorcycles	17
456	QBC	q6	talk.politics.mideast	2
457	QBC	q6	sci.med	0
458	QBC	q6	comp.os.ms-windows.misc	8
459	QBC	q6	misc.forsale	4
460	QBC	q7	comp.windows.x	6
461	QBC	q7	talk.politics.guns	0
462	QBC	q7	alt.atheism	0
463	QBC	q7	rec.sport.hockey	2
464	QBC	q7	comp.graphics	9
465	QBC	q7	soc.religion.christian	1
466	QBC	q7	rec.sport.baseball	31
467	QBC	q7	talk.politics.misc	2
468	QBC	q7	comp.sys.mac.hardware	0
469	QBC	q7	rec.autos	1
470	QBC	q7	comp.sys.ibm.pc.hardware	0
471	QBC	q7	sci.electronics	4
472	QBC	q7	sci.space	0
473	QBC	q7	sci.crypt	2
474	QBC	q7	talk.religion.misc	1
475	QBC	q7	rec.motorcycles	19
476	QBC	q7	talk.politics.mideast	3
477	QBC	q7	sci.med	0
478	QBC	q7	comp.os.ms-windows.misc	0
479	QBC	q7	misc.forsale	19
480	GraphDensity	q0	comp.windows.x	4
481	GraphDensity	q0	talk.politics.guns	2
482	GraphDensity	q0	alt.atheism	1
483	GraphDensity	q0	rec.sport.hockey	0
484	GraphDensity	q0	comp.graphics	34
485	GraphDensity	q0	soc.religion.christian	3
486	GraphDensity	q0	rec.sport.baseball	7
487	GraphDensity	q0	talk.politics.misc	1
488	GraphDensity	q0	comp.sys.mac.hardware	4
489	GraphDensity	q0	rec.autos	5
490	GraphDensity	q0	comp.sys.ibm.pc.hardware	3
491	GraphDensity	q0	sci.electronics	2
492	GraphDensity	q0	sci.space	3
493	GraphDensity	q0	sci.crypt	3
494	GraphDensity	q0	talk.religion.misc	0
495	GraphDensity	q0	rec.motorcycles	14
496	GraphDensity	q0	talk.politics.mideast	3
497	GraphDensity	q0	sci.med	2
498	GraphDensity	q0	comp.os.ms-windows.misc	3
499	GraphDensity	q0	misc.forsale	6
500	GraphDensity	q1	comp.windows.x	2
501	GraphDensity	q1	talk.politics.guns	1
502	GraphDensity	q1	alt.atheism	2
503	GraphDensity	q1	rec.sport.hockey	1
504	GraphDensity	q1	comp.graphics	36
505	GraphDensity	q1	soc.religion.christian	3
506	GraphDensity	q1	rec.sport.baseball	14
507	GraphDensity	q1	talk.politics.misc	1
508	GraphDensity	q1	comp.sys.mac.hardware	1
509	GraphDensity	q1	rec.autos	0
510	GraphDensity	q1	comp.sys.ibm.pc.hardware	2
511	GraphDensity	q1	sci.electronics	2
512	GraphDensity	q1	sci.space	1
513	GraphDensity	q1	sci.crypt	2
514	GraphDensity	q1	talk.religion.misc	2
515	GraphDensity	q1	rec.motorcycles	14
516	GraphDensity	q1	talk.politics.mideast	0
517	GraphDensity	q1	sci.med	3
518	GraphDensity	q1	comp.os.ms-windows.misc	3
519	GraphDensity	q1	misc.forsale	10
520	GraphDensity	q2	comp.windows.x	1
521	GraphDensity	q2	talk.politics.guns	0
522	GraphDensity	q2	alt.atheism	2
523	GraphDensity	q2	rec.sport.hockey	2
524	GraphDensity	q2	comp.graphics	34
525	GraphDensity	q2	soc.religion.christian	4
526	GraphDensity	q2	rec.sport.baseball	11
527	GraphDensity	q2	talk.politics.misc	2
528	GraphDensity	q2	comp.sys.mac.hardware	2
529	GraphDensity	q2	rec.autos	3
530	GraphDensity	q2	comp.sys.ibm.pc.hardware	1
531	GraphDensity	q2	sci.electronics	4
532	GraphDensity	q2	sci.space	1
533	GraphDensity	q2	sci.crypt	2
534	GraphDensity	q2	talk.religion.misc	0
535	GraphDensity	q2	rec.motorcycles	12
536	GraphDensity	q2	talk.politics.mideast	0
537	GraphDensity	q2	sci.med	5
538	GraphDensity	q2	comp.os.ms-windows.misc	1
539	GraphDensity	q2	misc.forsale	13
540	GraphDensity	q3	comp.windows.x	1
541	GraphDensity	q3	talk.politics.guns	5
542	GraphDensity	q3	alt.atheism	0
543	GraphDensity	q3	rec.sport.hockey	2
544	GraphDensity	q3	comp.graphics	35
545	GraphDensity	q3	soc.religion.christian	1
546	GraphDensity	q3	rec.sport.baseball	10
547	GraphDensity	q3	talk.politics.misc	3
548	GraphDensity	q3	comp.sys.mac.hardware	1
549	GraphDensity	q3	rec.autos	1
550	GraphDensity	q3	comp.sys.ibm.pc.hardware	2
551	GraphDensity	q3	sci.electronics	1
552	GraphDensity	q3	sci.space	1
553	GraphDensity	q3	sci.crypt	2
554	GraphDensity	q3	talk.religion.misc	2
555	GraphDensity	q3	rec.motorcycles	15
556	GraphDensity	q3	talk.politics.mideast	3
557	GraphDensity	q3	sci.med	2
558	GraphDensity	q3	comp.os.ms-windows.misc	3
559	GraphDensity	q3	misc.forsale	10
560	GraphDensity	q4	comp.windows.x	4
561	GraphDensity	q4	talk.politics.guns	1
562	GraphDensity	q4	alt.atheism	4
563	GraphDensity	q4	rec.sport.hockey	2
564	GraphDensity	q4	comp.graphics	32
565	GraphDensity	q4	soc.religion.christian	1
566	GraphDensity	q4	rec.sport.baseball	9
567	GraphDensity	q4	talk.politics.misc	3
568	GraphDensity	q4	comp.sys.mac.hardware	3
569	GraphDensity	q4	rec.autos	1
570	GraphDensity	q4	comp.sys.ibm.pc.hardware	1
571	GraphDensity	q4	sci.electronics	3
572	GraphDensity	q4	sci.space	6
573	GraphDensity	q4	sci.crypt	0
574	GraphDensity	q4	talk.religion.misc	3
575	GraphDensity	q4	rec.motorcycles	13
576	GraphDensity	q4	talk.politics.mideast	2
577	GraphDensity	q4	sci.med	0
578	GraphDensity	q4	comp.os.ms-windows.misc	0
579	GraphDensity	q4	misc.forsale	12
580	GraphDensity	q5	comp.windows.x	3
581	GraphDensity	q5	talk.politics.guns	2
582	GraphDensity	q5	alt.atheism	3
583	GraphDensity	q5	rec.sport.hockey	4
584	GraphDensity	q5	comp.graphics	29
585	GraphDensity	q5	soc.religion.christian	2
586	GraphDensity	q5	rec.sport.baseball	9
587	GraphDensity	q5	talk.politics.misc	1
588	GraphDensity	q5	comp.sys.mac.hardware	2
589	GraphDensity	q5	rec.autos	1
590	GraphDensity	q5	comp.sys.ibm.pc.hardware	2
591	GraphDensity	q5	sci.electronics	1
592	GraphDensity	q5	sci.space	1
593	GraphDensity	q5	sci.crypt	2
594	GraphDensity	q5	talk.religion.misc	4
595	GraphDensity	q5	rec.motorcycles	17
596	GraphDensity	q5	talk.politics.mideast	2
597	GraphDensity	q5	sci.med	1
598	GraphDensity	q5	comp.os.ms-windows.misc	1
599	GraphDensity	q5	misc.forsale	13
600	GraphDensity	q6	comp.windows.x	0
601	GraphDensity	q6	talk.politics.guns	3
602	GraphDensity	q6	alt.atheism	2
603	GraphDensity	q6	rec.sport.hockey	1
604	GraphDensity	q6	comp.graphics	41
605	GraphDensity	q6	soc.religion.christian	1
606	GraphDensity	q6	rec.sport.baseball	9
607	GraphDensity	q6	talk.politics.misc	1
608	GraphDensity	q6	comp.sys.mac.hardware	1
609	GraphDensity	q6	rec.autos	2
610	GraphDensity	q6	comp.sys.ibm.pc.hardware	1
611	GraphDensity	q6	sci.electronics	1
612	GraphDensity	q6	sci.space	1
613	GraphDensity	q6	sci.crypt	2
614	GraphDensity	q6	talk.religion.misc	2
615	GraphDensity	q6	rec.motorcycles	17
616	GraphDensity	q6	talk.politics.mideast	2
617	GraphDensity	q6	sci.med	3
618	GraphDensity	q6	comp.os.ms-windows.misc	2
619	GraphDensity	q6	misc.forsale	8
620	GraphDensity	q7	comp.windows.x	0
621	GraphDensity	q7	talk.politics.guns	1
622	GraphDensity	q7	alt.atheism	2
623	GraphDensity	q7	rec.sport.hockey	4
624	GraphDensity	q7	comp.graphics	33
625	GraphDensity	q7	soc.religion.christian	1
626	GraphDensity	q7	rec.sport.baseball	11
627	GraphDensity	q7	talk.politics.misc	4
628	GraphDensity	q7	comp.sys.mac.hardware	2
629	GraphDensity	q7	rec.autos	3
630	GraphDensity	q7	comp.sys.ibm.pc.hardware	4
631	GraphDensity	q7	sci.electronics	2
632	GraphDensity	q7	sci.space	1
633	GraphDensity	q7	sci.crypt	3
634	GraphDensity	q7	talk.religion.misc	2
635	GraphDensity	q7	rec.motorcycles	15
636	GraphDensity	q7	talk.politics.mideast	3
637	GraphDensity	q7	sci.med	0
638	GraphDensity	q7	comp.os.ms-windows.misc	3
639	GraphDensity	q7	misc.forsale	6
640	EER	q0	comp.windows.x	4
641	EER	q0	talk.politics.guns	2
642	EER	q0	alt.atheism	1
643	EER	q0	rec.sport.hockey	0
644	EER	q0	comp.graphics	34
645	EER	q0	soc.religion.christian	3
646	EER	q0	rec.sport.baseball	7
647	EER	q0	talk.politics.misc	1
648	EER	q0	comp.sys.mac.hardware	4
649	EER	q0	rec.autos	5
650	EER	q0	comp.sys.ibm.pc.hardware	3
651	EER	q0	sci.electronics	2
652	EER	q0	sci.space	3
653	EER	q0	sci.crypt	3
654	EER	q0	talk.religion.misc	0
655	EER	q0	rec.motorcycles	14
656	EER	q0	talk.politics.mideast	3
657	EER	q0	sci.med	2
658	EER	q0	comp.os.ms-windows.misc	3
659	EER	q0	misc.forsale	6
660	EER	q1	comp.windows.x	1
661	EER	q1	talk.politics.guns	1
662	EER	q1	alt.atheism	1
